Year,Species,Beach Name,Unique ID,Nest Date,Nest Day,Nest Week,Lat,Long,Initial Treatment,Final Treatment,Predated,Any Predation Pre-Hatch,Any Predation Post-Hatch But Pre-Inventory,Multiple Predators,Mammalian Predator,Predator ID,Ghost Crab Less Than 10 Eggs,Complete Predation,Roots,Eggs Scattered By Another Turtle,Poached,Accretion,Washed Over,Inundated,Complete Wash Out,Partial Wash Out,Wash Out Post-Hatch But Pre-Inventory,Wash Out Comments,Emerge Date,Emerge Day,Emerge Week,Incubation Duration,Inventoried,Inventoried Comments,Date Inventoried,Dead in Nest,Live in Nest,Empty Shells,Pipped Dead,Pipped Live,Whole,Damaged,Clutch Size,Hatching Success,Emergence Success,Emergence Rate,Binom Hatch Success,Binom Hatch Fail,Binom Emerge Success,Binom Emerge Fail,Additional Notes,Start,End,Duration,Buoy,Tide,Elevation,MHWtoDuneToe_Radians,MHWtoDuneToe_Degrees,MHWtoNest_Radians,MHWtoNest_Degrees,MSLtoNest_Radians,MSLtoNest_Degrees,Wave Exposure Proportion (Gen Eq),Wave Exposure Proportion (Dis Eq),MSL Elevation
2016,Cc,Saint George Island,SGI_2016_264,7/6/2016,188,28,29.64656667,-84.8951,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/6/2016,9/18/2016,74,West Tampa,Pensacola,1.09,0.0532,3.05,0.0665,3.81,0.0609,3.49,0.1489071,0.0614754,0.090
2016,Cc,Saint George Island,SGI_2016_265,7/4/2016,186,28,29.64655,-84.89501667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,Yes,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/4/2016,9/16/2016,74,West Tampa,Pensacola,0.765,0.0522,2.99,0.0669,3.83,0.0637,3.65,0.6762295,0.3401639,0.090
2016,Cc,Saint George Island,SGI_2016_266,7/12/2016,194,29,29.64681667,-84.89481667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/12/2016,9/24/2016,74,West Tampa,Pensacola,1.479,0.0505,2.89,0.0569,3.26,0.0583,3.34,0.0464481,0.0245902,0.090
2016,Cc,Saint George Island,SGI_2016_267,5/29/2016,150,23,29.64688333,-84.8946,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,8/7/2016,0,0,0,0,0,99,0,99,0,0,0,0,99,0,99,,5/29/2016,8/7/2016,70,West Tampa,Pensacola,1.273,0.0474,2.72,0.0567,3.25,0.0613,3.51,0.1010929,0.0423497,0.090
2016,Cc,Saint George Island,SGI_2016_268,6/4/2016,156,23,29.64706667,-84.89433333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,8/14/2016,0,0,0,0,0,82,0,82,0,0,0,0,82,0,82,,6/4/2016,8/14/2016,71,West Tampa,Pensacola,1.449,0.0568,3.25,0.0546,3.13,0.0573,3.28,0.0560109,0.0273224,0.090
2016,Cc,Saint George Island,SGI_2016_269,7/9/2016,191,28,29.6472,-84.89401667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/28/2016,241,36,50,Yes,,8/31/2016,0,0,101,0,0,9,0,110,0.918,0.918,1,101,9,101,9,,7/9/2016,8/28/2016,50,West Tampa,Pensacola,1.349,0.0574,3.29,0.065,3.73,0.0682,3.91,0.0751366,0.0327869,0.090
2016,Cc,Saint George Island,SGI_2016_270,6/12/2016,164,25,29.64818333,-84.89223333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/3/2016,216,32,52,Yes,,8/6/2016,3,0,87,3,0,21,0,111,0.784,0.757,0.966,87,24,84,27,,6/12/2016,8/3/2016,52,West Tampa,Pensacola,1.59,0.0529,3.03,0.0552,3.16,0.0541,3.1,0.0355191,0.0177596,0.090
2016,Cc,Saint George Island,SGI_2016_271,6/28/2016,180,27,29.64833333,-84.892,B,B,No,No,No,NA,NA,NA,NA,No,Yes,No,No,No,No,No,No,No,NA,NA,8/17/2016,230,34,50,Yes,,8/21/2016,3,0,76,0,0,2,6,84,0.905,0.869,0.961,76,8,73,11,,6/28/2016,8/17/2016,50,West Tampa,Pensacola,1.81,0.0537,3.08,0.0602,3.45,0.0566,3.24,0.0218579,0.0122951,0.090
2016,Cc,Saint George Island,SGI_2016_272,6/23/2016,175,26,29.6483,-84.892,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,NA,1,0,78,0,0,16,3,97,0.804,0.794,0.987,78,19,77,20,,6/23/2016,9/5/2016,74,West Tampa,Pensacola,1.606,0.054,3.09,0.0595,3.41,0.0559,3.2,0.0396175,0.0204918,0.090
2016,Cc,Saint George Island,SGI_2016_273,7/2/2016,184,27,29.64891667,-84.8909,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/11/2016,0,0,77,0,0,2,0,79,0.975,0.975,1,77,2,77,2,,7/2/2016,9/11/2016,71,West Tampa,Pensacola,1.976,0.0545,3.12,0.0578,3.31,0.0591,3.38,0.0191257,0.010929,0.090
2016,Cc,Saint George Island,SGI_2016_274,6/25/2016,177,26,29.64916667,-84.89083333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/15/2016,228,34,51,Yes,,8/18/2016,2,0,74,0,0,3,0,77,0.961,0.935,0.973,74,3,72,5,,6/25/2016,8/15/2016,51,West Tampa,Pensacola,3.213,0.0556,3.18,0.0566,3.24,0.0577,3.3,0.0040984,0.0013661,0.090
2016,Cc,Saint George Island,SGI_2016_275,6/27/2016,179,27,29.64913333,-84.89041667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/13/2016,226,33,47,Yes,,8/24/2016,0,0,55,0,0,4,0,59,0.932,0.932,1,55,4,55,4,,6/27/2016,8/13/2016,47,West Tampa,Pensacola,1.815,0.0511,2.93,0.0505,2.9,0.0533,3.05,0.023224,0.0122951,0.090
2016,Cc,Saint George Island,SGI_2016_276,7/22/2016,204,30,29.64926667,-84.89026667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/22/2016,10/4/2016,74,West Tampa,Pensacola,1.979,0.0542,3.11,0.0512,2.93,0.0522,2.99,0.0177596,0.0095628,0.090
2016,Cc,Saint George Island,SGI_2016_277,7/9/2016,191,28,29.64941667,-84.88988333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/9/2016,9/21/2016,74,West Tampa,Pensacola,1.803,0.0602,3.45,0.0617,3.54,0.0566,3.24,0.0273224,0.0136612,0.090
2016,Cc,Saint George Island,SGI_2016_278,7/8/2016,190,28,29.64946667,-84.88973333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/8/2016,9/20/2016,74,West Tampa,Pensacola,1.657,0.0513,2.94,0.054,3.09,0.0555,3.18,0.0355191,0.0177596,0.090
2016,Cc,Saint George Island,SGI_2016_279,7/12/2016,194,29,29.64965,-84.88953333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/20/2016,0,0,147,3,0,17,0,167,0.88,0.88,1,147,20,147,20,,7/12/2016,9/20/2016,70,West Tampa,Pensacola,1.979,0.0517,2.96,0.0559,3.2,0.0563,3.22,0.0191257,0.0122951,0.090
2016,Cc,Saint George Island,SGI_2016_280,6/25/2016,177,26,29.64958333,-84.88951667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/14/2016,227,34,50,Yes,,8/24/2016,0,0,77,1,0,5,1,84,0.917,0.917,1,77,7,77,7,,6/25/2016,8/14/2016,50,West Tampa,Pensacola,1.66,0.051,2.92,0.0587,3.36,0.0604,3.46,0.0382514,0.0177596,0.090
2016,Cc,Saint George Island,SGI_2016_281,6/27/2016,179,27,29.64968333,-84.88945,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/6/2016,0,0,0,0,0,50,0,50,0,0,0,0,50,0,50,,6/27/2016,9/6/2016,71,West Tampa,Pensacola,1.902,0.0538,3.08,0.0551,3.16,0.0566,3.24,0.0245902,0.0122951,0.090
2016,Cc,Saint George Island,SGI_2016_282,7/2/2016,184,27,29.64976667,-84.88921667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/21/2016,234,35,50,Yes,,8/27/2016,0,0,80,0,0,4,0,84,0.952,0.952,1,80,4,80,4,,7/2/2016,8/21/2016,50,West Tampa,Pensacola,1.699,0.0548,3.14,0.0549,3.15,0.0552,3.16,0.0327869,0.0136612,0.090
2016,Cc,Saint George Island,SGI_2016_283,7/23/2016,205,30,29.64973333,-84.88916667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/23/2016,10/5/2016,74,West Tampa,Pensacola,1.43,0.0536,3.07,0.0571,3.27,0.0557,3.19,0.0519126,0.0259563,0.090
2016,Cc,Saint George Island,SGI_2016_284,7/20/2016,202,30,29.65,-84.88895,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/27/2016,0,0,74,0,0,5,0,79,0.937,0.937,1,74,5,74,5,,7/20/2016,9/27/2016,69,West Tampa,Pensacola,2.089,0.0454,2.6,0.048,2.75,0.046,2.64,0.0150273,0.0095628,0.090
2016,Cc,Saint George Island,SGI_2016_285,7/4/2016,186,28,29.65001667,-84.88878333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/22/2016,235,35,49,Yes,,8/27/2016,1,0,82,2,0,10,0,94,0.872,0.862,0.988,82,12,81,13,,7/4/2016,8/22/2016,49,West Tampa,Pensacola,1.82,0.052,2.98,0.054,3.09,0.0517,2.96,0.0259563,0.0136612,0.090
2016,Cc,Saint George Island,SGI_2016_286,7/25/2016,207,31,29.6501,-84.88868333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,No,No,NA,NA,9/23/2016,267,39,60,Yes,,9/27/2016,3,0,42,8,0,77,0,127,0.331,0.307,0.929,42,85,39,88,,7/25/2016,9/23/2016,60,West Tampa,Pensacola,1.965,0.0528,3.03,0.0549,3.14,0.0499,2.86,0.0191257,0.0122951,0.090
2016,Cc,Saint George Island,SGI_2016_287,7/12/2016,194,29,29.65013333,-84.88831667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/12/2016,9/24/2016,74,West Tampa,Pensacola,1.105,0.0507,2.9,0.0467,2.67,0.0463,2.65,0.113388,0.045082,0.090
2016,Cc,Saint George Island,SGI_2016_288,6/17/2016,169,25,29.65051667,-84.88756667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,8/27/2016,0,0,99,0,0,9,0,108,0.917,0.917,1,99,9,99,9,,6/17/2016,8/27/2016,71,West Tampa,Pensacola,1.182,0.052,2.98,0.0503,2.88,0.0546,3.13,0.0983607,0.0423497,0.090
2016,Cc,Saint George Island,SGI_2016_289,7/13/2016,195,29,29.6507,-84.88755,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/13/2016,9/25/2016,74,West Tampa,Pensacola,2.071,0.0488,2.8,0.0519,2.97,0.052,2.98,0.0177596,0.0095628,0.090
2016,Cc,Saint George Island,SGI_2016_290,7/2/2016,184,27,29.6506,-84.88746667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/22/2016,235,35,51,Yes,,8/27/2016,1,0,83,2,0,14,0,99,0.838,0.828,0.988,83,16,82,17,,7/2/2016,8/22/2016,51,West Tampa,Pensacola,1.332,0.0491,2.82,0.0512,2.93,0.0515,2.95,0.0724044,0.034153,0.090
2016,Cc,Saint George Island,SGI_2016_291,7/9/2016,191,28,29.6507,-84.88738333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/9/2016,9/21/2016,74,West Tampa,Pensacola,1.619,0.0553,3.17,0.054,3.09,0.055,3.15,0.0396175,0.0204918,0.090
2016,Cc,Saint George Island,SGI_2016_292,7/28/2016,210,31,29.65066667,-84.88728333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/28/2016,10/10/2016,74,West Tampa,Pensacola,1.238,0.061,3.49,0.0619,3.55,0.0612,3.5,0.1065574,0.0437158,0.090
2016,Cc,Saint George Island,SGI_2016_293,7/28/2016,210,31,29.65091667,-84.88695,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/28/2016,10/10/2016,74,West Tampa,Pensacola,1.703,0.0634,3.63,0.066,3.78,0.0638,3.65,0.0314208,0.0163934,0.090
2016,Cc,Saint George Island,SGI_2016_294,7/26/2016,208,31,29.65136667,-84.88593333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/26/2016,10/8/2016,74,West Tampa,Pensacola,1.226,0.0551,3.15,0.0533,3.05,0.0549,3.14,0.0928962,0.0423497,0.090
2016,Cc,Saint George Island,SGI_2016_295,6/27/2016,179,27,29.6517,-84.8855,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,6/27/2016,9/9/2016,74,West Tampa,Pensacola,1.852,0.0579,3.32,0.0586,3.36,0.0546,3.13,0.0218579,0.0122951,0.090
2016,Cc,Saint George Island,SGI_2016_296,7/25/2016,207,31,29.65175,-84.88543333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/25/2016,10/7/2016,74,West Tampa,Pensacola,1.873,0.0534,3.06,0.0534,3.06,0.0531,3.04,0.0204918,0.0122951,0.090
2016,Cc,Saint George Island,SGI_2016_297,7/27/2016,209,31,29.65168333,-84.8854,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/27/2016,10/9/2016,74,West Tampa,Pensacola,1.457,0.0539,3.09,0.0539,3.09,0.0524,3,0.0396175,0.0204918,0.090
2016,Cc,Saint George Island,SGI_2016_298,6/5/2016,157,24,29.65165,-84.88538333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,8/25/2016,0,0,0,0,0,108,0,108,0,0,0,0,108,0,108,,6/5/2016,8/25/2016,81,West Tampa,Pensacola,1.245,0.0543,3.11,0.0545,3.12,0.0518,2.97,0.1202186,0.0464481,0.090
2016,Cc,Saint George Island,SGI_2016_299,7/5/2016,187,28,29.65178333,-84.88536667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,9/20/2016,0,0,81,0,0,9,0,90,0.9,0.9,1,81,9,81,9,,7/5/2016,9/20/2016,77,West Tampa,Pensacola,1.878,0.0543,3.11,0.0576,3.3,0.0548,3.14,0.023224,0.0122951,0.090
2016,Cc,Saint George Island,SGI_2016_300,7/12/2016,194,29,29.65186667,-84.88508333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/12/2016,9/24/2016,74,West Tampa,Pensacola,1.563,0.051,2.92,0.052,2.98,0.0521,2.98,0.0437158,0.023224,0.090
2016,Cc,Saint George Island,SGI_2016_301,6/14/2016,166,25,29.65203333,-84.88473333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/3/2016,216,32,50,Yes,,8/6/2016,2,0,100,0,0,10,0,110,0.909,0.891,0.98,100,10,98,12,,6/14/2016,8/3/2016,50,West Tampa,Pensacola,1.512,0.0527,3.02,0.0526,3.02,0.0527,3.02,0.0505464,0.0245902,0.090
2016,Cc,Saint George Island,SGI_2016_302,6/5/2016,157,24,29.65223333,-84.88418333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,6/5/2016,8/18/2016,74,West Tampa,Pensacola,1.008,0.0567,3.25,0.0479,2.74,0.0527,3.02,0.25,0.1106557,0.090
2016,Cc,Saint George Island,SGI_2016_303,7/8/2016,190,28,29.65245,-84.88386667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/8/2016,9/20/2016,74,West Tampa,Pensacola,1.391,0.0587,3.36,0.0569,3.26,0.049,2.81,0.0560109,0.0273224,0.090
2016,Cc,Saint George Island,SGI_2016_304,7/12/2016,194,29,29.65253333,-84.88371667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/12/2016,9/24/2016,74,West Tampa,Pensacola,1.429,0.0603,3.46,0.0638,3.66,0.0536,3.07,0.0601093,0.0245902,0.090
2016,Cc,Saint George Island,SGI_2016_305,8/9/2016,222,33,29.65305,-84.88266667,B,B,Yes,Yes,No,No,No,Ghost Crab,Yes,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,8/9/2016,10/22/2016,74,West Tampa,Pensacola,1.469,0.0574,3.29,0.0624,3.58,0.0559,3.2,0.0560109,0.0245902,0.090
2016,Cc,Saint George Island,SGI_2016_306,8/7/2016,220,33,29.65311667,-84.88233333,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,8/7/2016,10/20/2016,74,West Tampa,Pensacola,0.902,0.0612,3.51,0.0498,2.85,0.0468,2.68,0.7172131,0.3155738,0.090
2016,Cc,Saint George Island,SGI_2016_307,6/12/2016,164,25,29.65343333,-84.88195,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/2/2016,215,32,51,Yes,,8/5/2016,1,0,39,2,0,6,0,47,0.83,0.809,0.974,39,8,38,9,,6/12/2016,8/2/2016,51,West Tampa,Pensacola,1.695,0.0494,2.83,0.053,3.04,0.0514,2.95,0.0300546,0.0136612,0.090
2016,Cc,Saint George Island,SGI_2016_308,7/10/2016,192,29,29.65366667,-84.88161667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/10/2016,9/22/2016,74,West Tampa,Pensacola,2.055,0.0474,2.71,0.048,2.75,0.0495,2.84,0.0191257,0.0122951,0.090
2016,Cc,Saint George Island,SGI_2016_309,7/20/2016,202,30,29.65375,-84.88141667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,9/10/2016,254,37,52,Yes,,9/14/2016,4,0,75,3,0,29,0,107,0.701,0.664,0.947,75,32,71,36,,7/20/2016,9/10/2016,52,West Tampa,Pensacola,2.059,0.058,3.32,0.0523,2.99,0.0533,3.05,0.0191257,0.010929,0.090
2016,Cc,Saint George Island,SGI_2016_310,6/25/2016,177,26,29.654,-84.88076667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/19/2016,232,34,55,Yes,,8/24/2016,0,0,74,0,0,4,0,78,0.949,0.949,1,74,4,74,4,,6/25/2016,8/19/2016,55,West Tampa,Pensacola,1.957,0.0595,3.41,0.0563,3.22,0.0524,3,0.0177596,0.010929,0.090
2016,Cc,Saint George Island,SGI_2016_311,6/29/2016,181,27,29.65401667,-84.88076667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/19/2016,232,34,51,Yes,,8/24/2016,0,0,81,1,0,0,0,82,0.988,0.988,1,81,1,81,1,,6/29/2016,8/19/2016,51,West Tampa,Pensacola,2.008,0.0595,3.41,0.0554,3.17,0.0519,2.98,0.0177596,0.010929,0.090
2016,Cc,Saint George Island,SGI_2016_312,7/30/2016,212,31,29.65428333,-84.88015,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,10/12/2016,0,0,0,0,0,118,0,118,0,0,0,0,118,0,118,,7/30/2016,10/12/2016,74,West Tampa,Pensacola,1.956,0.051,2.92,0.0501,2.87,0.0493,2.83,0.0191257,0.0122951,0.090
2016,Cc,Saint George Island,SGI_2016_313,6/22/2016,174,26,29.65426667,-84.88011667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/11/2016,224,33,50,Yes,,8/14/2016,2,0,109,0,0,4,2,115,0.948,0.93,0.982,109,6,107,8,,6/22/2016,8/11/2016,50,West Tampa,Pensacola,1.842,0.0507,2.9,0.0497,2.85,0.051,2.92,0.0245902,0.0122951,0.090
2016,Cc,Saint George Island,SGI_2016_314,6/19/2016,171,26,29.65448333,-84.87996667,B,B,Yes,Yes,No,No,Yes,Canid (Coyote),NA,No,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,Mammalian Predation,9/6/2016,0,0,7,0,0,12,48,67,0.104,0.104,1,7,60,7,60,,6/19/2016,9/6/2016,79,West Tampa,Pensacola,2.483,0.0496,2.84,0.0494,2.83,0.0488,2.8,0.010929,0.0054645,0.090
2016,Cc,Saint George Island,SGI_2016_316,6/6/2016,158,24,29.6546,-84.87932,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,,8/24/2016,0,0,0,0,0,88,0,88,0,0,0,0,88,0,88,,6/6/2016,8/24/2016,79,West Tampa,Pensacola,1.86,0.0525,3.01,0.0589,3.37,0.0576,3.3,0.0218579,0.0122951,0.090
2016,Cc,Saint George Island,SGI_2016_317,7/1/2016,183,27,29.65466667,-84.8791,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,NA,NA,8/19/2016,232,34,49,Yes,,8/25/2016,0,0,94,0,0,2,0,96,0.979,0.979,1,94,2,94,2,,7/1/2016,8/19/2016,49,West Tampa,Pensacola,1.621,0.0548,3.14,0.0566,3.24,0.054,3.09,0.0396175,0.0191257,0.090
2016,Cc,Saint George Island,SGI_2016_318,6/29/2016,181,27,29.65476667,-84.879,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,6/29/2016,9/11/2016,74,West Tampa,Pensacola,1.859,0.0516,2.96,0.0531,3.04,0.0532,3.05,0.0218579,0.0122951,0.090
2016,Cc,Saint George Island,SGI_2016_319,7/23/2016,205,30,29.65503333,-84.8785,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/23/2016,10/5/2016,74,West Tampa,Pensacola,2.033,0.0508,2.91,0.051,2.92,0.0542,3.11,0.0177596,0.0095628,0.090
2016,Cc,Saint George Island,SGI_2016_320,7/8/2016,190,28,29.65513333,-84.87816667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/8/2016,9/20/2016,74,West Tampa,Pensacola,1.857,0.0537,3.08,0.0581,3.33,0.0596,3.41,0.023224,0.0136612,0.090
2016,Cc,Saint George Island,SGI_2016_321,8/20/2016,233,34,29.65538333,-84.87731667,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,8/20/2016,11/2/2016,74,West Tampa,Pensacola,1.104,0.0467,2.68,0.0562,3.22,0.0584,3.35,0.2363388,0.1174863,0.090
2016,Cc,Saint George Island,SGI_2016_322,7/17/2016,199,30,29.65551667,-84.8771,B,B,No,No,No,NA,NA,NA,NA,No,No,No,No,No,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,No,Washed out,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,,7/17/2016,9/29/2016,74,West Tampa,Pensacola,1.242,0.0467,2.68,0.0562,3.22,0.0569,3.26,0.1147541,0.0505464,0.090
