Group,Pre_Post,Year,Region,Beach,Crawl_Type,Success_Nest,Date_Found,ID,Obstructed,Object_ID_Spec,Object_ID_Gen,People,Dist_HTL,Dist_Dune,East_Orig,North_Orig,Long_Orig,Lat_Orig,Relocated,East_Relo,North_Relo,Long_Relo,Lat_Relo,Relo_Reason,Comments
Treatment,1_Pre,2015,Orange Beach,Orange Beach,Nest,1,7/11/2015,H07,1,Tent,Tent,NA,11.8,41.8,439185,3347287,-87.63217,30.25569,Yes,439180,3347331,-87.63222,30.25608,Near/At HTL,"will check GPS coordinates on new location. She crawled under tent nested on north side and dodged a tent and pile of beach toys on her exit.  
Disorientation caused by lights at Sugar Beach Condos. Lights shown thru tarp. Had to collect approx 70% and take to water.   "
Treatment,1_Pre,2015,Orange Beach,Alabama Point,Nest,1,7/11/2015,I05,0,NA,NA,NA,5.2,81.8,447473,3349313,-87.54612,30.27436,Yes,447465,3349350,-87.54621,30.27469,Near/At HTL,"Short distance to nest followed by a very long crawl to the north and east before reentry into the water.  Nest near 2015 I-04.  Clear, calm seas.  Canine tracks near the water.  Homer Singleton found the eggs.  Nest 9 inch wide at the top.  2015 I-FC-05 tracks, 36 inch track, crossed over 2015 I-05 tracks.  Alternating tracks."
Treatment,1_Pre,2015,Orange Beach,Alabama Point,FC,0,7/11/2015,IFC05,0,NA,NA,NA,NA,NA,447560,3349334,-87.54522,30.27455,NA,NA,NA,NA,NA,NA,"Near 2015 I-04 and 2015 I-05 (same day).  Clear, calm seas.  Canine tracks near the water.  Crossed over 2015 I-05 tracks.  Alternating tracks."
Ord_Control,1_Pre,2015,BSNWR,Refuge,Nest,1,7/12/2015,A37,0,NA,NA,NA,3.6,27.0,402433,3344090,-88.01387,30.22444,No,NA,NA,NA,NA,NA,"Nest was not tarped or trenched at the time of emergence.
Nest hatched before we got out to check it; looking at the tracks, there was a good bit of disorientation towards the dunes, however, it looked like most eventually made it to the water.
Bright street/parking lot lights at the fort.
Unhatched depredated was late stage embryo."
Pop_Control,1_Pre,2015,Fort Morgan,Fort Morgan,Nest,1,7/13/2015,A38,0,NA,NA,NA,11.5,16.4,411225,3344753,-87.92257,30.2311,No,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2015,BSNWR,Refuge,Nest,1,7/15/2015,A50,0,NA,NA,NA,11.2,9.7,417505,3344403,-87.85729,30.22838,No,NA,NA,NA,NA,NA,Originally FA31 - determined to be a nest. 1 Egg w/ bacteria. 1 Oblong shaped egg. 1 Dead embryo was late stage.
Treatment,1_Pre,2015,Gulf Shores,West Beach,FC,0,7/15/2015,CFC01,0,NA,NA,NA,9.7,33.0,431101,3345886,-87.71611,30.24261,NA,NA,NA,NA,NA,NA,She came in look like she started to try to nest float 2 feet from pit/turn around area and large shoe prints in tracks. not sure what scared her man or float.
Ord_Control,1_Pre,2015,BSNWR,Refuge,FC,0,7/15/2015,AFC30,0,NA,NA,NA,NA,NA,401804,3344101,-88.0204,30.22449,NA,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2015,BSNWR,Refuge,FC,0,7/15/2015,AFC32,0,NA,NA,NA,NA,NA,418383,3344352,-87.84816,30.22798,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2015,Gulf Shores,Laguna Key,Nest,1,7/16/2015,B08,0,NA,NA,NA,0.0,44.5,423034,3344591,-87.79985,30.23044,Yes,423034,3344622,-87.79985,30.23072,Near/At HTL,"Tinted peachy colored eggs.  Large swale just north of original nest that was 2 feet below high water mark.  Because the tracks had so much sand in them from the wind and the pit was not easily identified, we dug and dug and dug trying to located the eggs.  

Nest hatched unattended"
Treatment,1_Pre,2015,Gulf Shores,Laguna Key,FC,0,7/16/2015,BFC05,0,NA,NA,NA,7.6,67.9,425721,3345026,-87.77196,30.23453,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2015,Fort Morgan,Fort Morgan,Nest,1,7/17/2015,A39,0,NA,NA,NA,0.0,56.1,413598,3344613,-87.8979,30.23,Yes,413596,3344635,-87.89793,30.2302,Near/At HTL,"3 dead embryos were late stage
The live pipped hatchling was missing one eye, walked down trench to water, but failed to swim; determined that is was not going to make it through the night, barely alive, and was buried on the beach.
Therefore, number for estimated to water is incorrect in database, it should be 86."
Treatment,1_Pre,2015,Orange Beach,Alabama Point,Nest,1,7/19/2015,I06,0,NA,NA,NA,7.3,20.9,448345,3349545,-87.53707,30.27649,Yes,448342,3349560,-87.5371,30.27662,Low elevation,Alternating track.  Clear night.  Calm seas.  Rosie Mendez found the eggs.  Nest 12 inch wide at the top.  One egg had a string attached.  2 escaped but were viewed entering the water by a tourist.  Sand was wet all the way to the bottom of the nest.  Bacteria on dead embryo egg.  Rough seas.
Pop_Control,1_Pre,2015,Fort Morgan,Fort Morgan,Nest,1,7/21/2015,A40,0,NA,NA,NA,7.9,20.3,413350,3344629,-87.90048,30.23013,No,NA,NA,NA,NA,NA,
Treatment,1_Pre,2015,Orange Beach,Alabama Point,FC,0,7/21/2015,IFC06,0,NA,NA,NA,1.8,21.8,449160,3349724,-87.5286,30.27814,NA,NA,NA,NA,NA,NA,Dark quiet beach.  Tracks being washed by surf. Alternating crawl.
Treatment,1_Pre,2015,Orange Beach,Orange Beach,Nest,1,7/23/2015,H08,0,NA,NA,NA,12.1,95.8,444577,3348826,-87.5762,30.26983,Yes,444560,3348895,-87.57638,30.27045,Near/At HTL,disorentation due to condo lights especially Turquoise. 
Treatment,1_Pre,2015,Orange Beach,Alabama Point,Nest,1,7/24/2015,I07,0,NA,NA,NA,27.3,0.0,447430,3349335,-87.54657,30.27455,No,NA,NA,NA,NA,NA,"Very long and complicated crawl in all directions.  Turtle went north to bottom of a large dune then turned south and made a nest in front of a smaller dune nearby.  Sea oat roots in nest.  Dark, quiet beach.  Calm seas.   Alternating track.  Very similar to 2015 I-05. Dead pips - 1 early & 1 late stage.
Dead late stage embryo. 1 escaped midday & died 20 ft. from water."
NA,1_Pre,2015,Dauphin Island,Dauphin Island,Nest,1,7/24/2015,J19,0,NA,NA,NA,10.9,27.3,384612,3345938,-88.19923,30.23955,No,NA,NA,NA,NA,NA,"Nest found upon predation (9/26/2015). 38 whole empty eggshells found around predation area. 
Old egg yolk and egg pieces found during excavation. Nest appears to be total loss. 
Nesting Date calculated by subtracting 55 days from Predated Date."
Treatment,1_Pre,2015,Gulf Shores,Laguna Key,Nest,1,7/24/2015,B09,1,Chairs,Chairs,NA,0.0,40.6,426650,3345235,-87.76232,30.23648,Yes,426649,3345270,-87.76233,30.23679,Near/At HTL,
Treatment,1_Pre,2015,Orange Beach,Orange Beach,FC,0,7/24/2015,HFC05,0,NA,NA,NA,12.1,NA,445417,3348911,-87.56748,30.27064,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2015,Orange Beach,Orange Beach,FC,0,7/24/2015,HFC04,1,Umbrella Toys,Multiple,NA,15.2,NA,445417,3348911,-87.56748,30.27064,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2015,Fort Morgan,Fort Morgan,FC,0,7/24/2015,AFC33,1,Float Umbrella,Multiple,NA,NA,NA,415494,3344480,-87.87819,30.22894,NA,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2015,Fort Morgan,Fort Morgan,FC,0,7/25/2015,AFC34,0,NA,NA,NA,NA,NA,410133,3344792,-87.93392,30.23137,NA,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2015,BSNWR,Refuge,NA,NA,7/25/2015,A41,0,NA,NA,NA,NA,NA,420058,3344390,-87.83076,30.22843,Yes,420058,3344390,-87.83076,30.22843,NA,"Eggs dropped by Charlotte at Gulfarium, dropped in pool, picked up and brought to refuge, buried east of Mobile St.

DO NOT count as actual nest in final report for 2015, per Diane Ingram."
Treatment,1_Pre,2015,Orange Beach,Alabama Point,Nest,1,7/26/2015,I08,0,NA,NA,NA,15.5,15.5,447511,3349333,-87.54573,30.27454,No,NA,NA,NA,NA,NA,
Pop_Control,1_Pre,2015,Fort Morgan,Fort Morgan,Nest,1,7/26/2015,A42,0,NA,NA,NA,1.2,30.3,405781,3344530,-87.97912,30.22867,Yes,405782,3344567,-87.97911,30.22901,Near/At HTL,Called by Mike Reynolds for turtle on beach. Arrived to find her nesting. When she finished we got numbers off flipper tag. USGS confirmed it was Sophia.
Treatment,1_Pre,2015,Orange Beach,Orange Beach,Nest,1,8/1/2015,H09,1,Wooden Lounger,Wooden Lounger,NA,0.0,65.5,443082,3348455,-87.59173,30.26641,Yes,443072,3348502,-87.59183,30.26684,Inundated,"nested betweeen hole and chair. Tide washed over original nest while relocating.
Disorientation, had to use bucket and carry most to water."
Treatment,1_Pre,2015,Orange Beach,Orange Beach,FC,0,8/1/2015,HFC06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,1_Pre,2015,Dauphin Island,Dauphin Island,Nest,1,8/3/2015,J14,1,Chairs Toys Float,Multiple,NA,18.8,10.9,386204,3346967,-88.18279,30.24898,No,NA,NA,NA,NA,NA,"Lots of obstacles! Turtle mama crawled over beach chairs and toys, nested, and then knocked items back on top of nest when burying eggs and throwing sand. Eggs were found under a chair, and a couple of small toys were found when digging down to the eggs. House piling in direct line from nest to water. 
Excavation: Noted that water had very recently washed over nest after day 75. Began excavation, but hit water 12 inches down. Able to locate only 3 eggs. Suspect frequent inundation from below due to water table. Eggs have most likely spread away from nest due to soupy sand consistency.  Egg total estimated based on average size of a loggerhead nest. "
Treatment,1_Pre,2015,Gulf Shores,Laguna Key,Nest,1,8/3/2015,B10,0,NA,NA,NA,24.5,34.8,425498,3345018,-87.77428,30.23445,No,NA,NA,NA,NA,NA,"81 feet to water - this nest will be inundated with water if we have high tides in this area.

Nest may not be centered - eggs when found appeared to be on the side of the nest but we did not continue disturbing her nest."
Pop_Control,1_Pre,2015,Fort Morgan,Fort Morgan,Nest,1,8/4/2015,A43,1,Tent,Tent,NA,8.5,27.0,411844,3344714,-87.91614,30.23079,Yes,NA,NA,NA,NA,Inundated,"Nest relocated, with permission from Mike Reynolds, on 9/28/15 due to nest washing away and caving in. No relocation data was taken due to bad weather. 1 Dead embryo was late stage."
Treatment,1_Pre,2015,Orange Beach,Alabama Point,Nest,1,8/4/2015,I10,0,NA,NA,NA,5.5,30.0,449793,3349836,-87.52203,30.27917,Yes,449792,3349859,-87.52204,30.27938,Low elevation,"Three tiny cylindrical eggs were found and NOT counted in the total eggs. Canine tracks found in the area of the nest. Eggs found by Susie Gatch.  Emerged at 6am. I-11 emerged at the same time.  Three tiny cylinders were still in the nest at excavation."
Treatment,1_Pre,2015,Orange Beach,Alabama Point,Nest,1,8/4/2015,I09,0,NA,NA,NA,8.2,45.5,447960,3349435,-87.54106,30.27548,Yes,447949,3349462,-87.54118,30.27572,Low elevation,Classic crawl in a dark quiet area with not much traffic. Eggs found by Al Michetti.  112 mid term dead embryos.  Mold and bacteria on all eggs.
Pop_Control,1_Pre,2015,Fort Morgan,Fort Morgan,FC,0,8/4/2015,AFC35,0,NA,NA,NA,NA,NA,412191,3344686,-87.91253,30.23056,NA,NA,NA,NA,NA,NA,
Treatment,1_Pre,2015,Orange Beach,Alabama Point,Nest,1,8/5/2015,I11,0,NA,NA,NA,4.5,22.7,449378,3349765,-87.52634,30.27852,Yes,449379,3349802,-87.52633,30.27885,Low elevation,"Nest near bright lights of beach house and condo.Laid close to water in low area.Two areas with sand thrown. Ellen Lee found eggs.  Emerged at 6am at the same time I-10 emerged.  78 eggs, 79 accounted for. Possible twins."
NA,1_Pre,2015,Dauphin Island,Dauphin Island,Nest,1,8/5/2015,J15,0,NA,NA,NA,0.0,30.3,396667,3346084,-88.07398,30.24195,No,NA,NA,NA,NA,NA,"30.1427N 88.0729W. Located in washover zone on Sand Island. Advised not to move nest due to being found late in the day. Nest has been washed over/out many times. Stakes being washed away, cutting into sand, regular inundation. This nest may be lost before we can excavate it. 
As of 9/1, nest is lost. Stakes and screen have been washed away. Tot6al number of eggs lost (112) is estimated based on the average clutch size for loggerhead sea turtles."
Treatment,1_Pre,2015,Orange Beach,Orange Beach,Nest,1,8/5/2015,H10,1,Tent,Tent,NA,9.1,79.4,441958,3348090,-87.60339,30.26307,Yes,441902,3348116,-87.60397,30.2633,Near/At HTL,"egg count could be off, moved quickly during storm.
97 instead of 102. Disorientation worst ever. Lights of Tradewinds  caused hatchlings to swim north out of water. Had to use bucket to get turtles to water than actually collect them again and  move to another area to release. Not surprised next morning when 2 found on beach. One at Holiday Inn Express gate to the east (it lived) and one in a hole desperately trying to get out at Seaside Surf & Racket to the wesst  (He died). Visitors found both abt 7:00 am next morning. One saw Lance at nest and told him, he collected turtle and the other called police. They called me and I collected him. Kept both turtles in warm dark place til that night. Owner at Tradewinds  said they are discussing how to become turtle friendly. Advised her to contact USFW for assistance.   "
Treatment,1_Pre,2015,Orange Beach,Orange Beach,FC,0,8/5/2015,HFC07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ord_Control,1_Pre,2015,BSNWR,Refuge,Nest,1,8/6/2015,A44,0,NA,NA,NA,5.5,64.8,418126,3344354,-87.85083,30.22798,No,NA,NA,NA,NA,NA,"5 eggs w/ roots - 2 addled, 3 late stage embryos. 1 egg w/ bacteria (infertile). 80 Dead embryos were late stage."
Treatment,1_Pre,2015,Gulf Shores,Laguna Key,FC,0,8/8/2015,BFC06,0,NA,NA,NA,46.7,0.0,423581,3344673,-87.79417,30.23121,NA,NA,NA,NA,NA,NA,"26 feet North of toe of dune.  154 from daily drift line.  Turned North into dune."
Treatment,1_Pre,2015,Gulf Shores,Laguna Key,Nest,1,8/8/2015,B11,0,NA,NA,NA,0.0,24.5,423563,3344681,-87.79436,30.23129,Yes,423562,3344694,-87.79437,30.2314,Near/At HTL,
NA,1_Pre,2015,Dauphin Island,Dauphin Island,Nest,1,8/9/2015,J16,0,NA,NA,NA,12.7,0.0,385453,3346919,-88.19059,30.24848,No,NA,NA,NA,NA,NA,"Found at hatching. Baby tracks found going to water. 1 track led to ghost crab hole, so we know at least 1 did not make it to water. Nest was directly on top of man-made dune/berm among gravel and plants. "
Pop_Control,1_Pre,2015,Fort Morgan,Fort Morgan,Nest,1,8/10/2015,A45,0,NA,NA,NA,10.0,32.4,409098,3344767,-87.94468,30.23106,No,NA,NA,NA,NA,NA,"1 Dead embryo was late stage, 1 unhatched depredated was late stage"
NA,1_Pre,2015,Dauphin Island,Dauphin Island,Nest,1,8/17/2015,J17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,"Eggshells found upon patrol to check on J-15. Exact nest location is unknown, but expect this to be approximate site. Only empty eggshells were found in a shallow/wide nest. Went down as far as water table. Could not find further eggs. "
Treatment,1_Pre,2015,Gulf Shores,East Beach,Nest,1,9/2/2015,E02,0,NA,NA,NA,9.1,59.1,436850,3346503,-87.6564,30.24849,No,NA,NA,NA,NA,NA,"From our calculations, we believe this nest was missed during the week of June 30-July 4. There were so many beach chairs, umbrellas, kiddie pools, etc left at the shoreline overnight.
Lights disorientation caused hatchlings to be found in condo swimming pools, condo parking lots & heading toward the State Park Pier.
Disorientation Form is attached to paper Data Sheet."
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,5/13/2016,A01,0,NA,NA,NA,30.0,0.0,412556,3344703,-87.90874,30.23074,No,NA,NA,NA,NA,NA,"CONFIRMED KEMPS RIDLEY
PER VISITOR, SHE LAID ABOUT 11 AM ON 5/13/16
SHE THOUGHT SOMEONE ELSE WAS CALLING IT IN
AND WHEN SHE SAW IT WAS NOT STAKED SHE CALLED.
WE GOT CALL ABOUT 5:15 PM. FOUND EGGS AND PROCESSED
1 EGG BROKEN. NEST WAS LISTED AS FALSE CRAWL ON 5/14 AM PATROL  #2 AND THE 51 WERE VERY DISORIENTATED.  NO HOUSE LIGHTS. WENT IN CIRCLES AND FIGURE 8'S. "
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,FC,0,5/14/2016,AFC01,1,Unidentified,Unidentified,NA,32.4,0.0,413212,3344655,-87.90192,30.23036,NA,NA,NA,NA,NA,NA,"WE LABLED AS SUSPICIOUS FC.  HAD 8 PEPLE DIGGING FOR
1 1/2. SURE LOOKED LIKE NEST
NEST HATCHED 7/18  NEST # A68"
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,5/14/2016,A68,0,NA,NA,NA,32.4,0.0,413212,3344655,-87.90192,30.23036,No,NA,NA,NA,NA,NA,"MARKED AS FC#1 SUSPICIOUS STAKED OFF AND WATCHED.
ACTUAL HATCH AREA WAS ABOUT 2 FEET FROM MARKED OFF AREA."
Treatment,2_Post,2016,Gulf Shores,Laguna Key,Nest,1,5/17/2016,B01,0,NA,NA,NA,6.1,0.0,425217,3344986,-87.77719,30.23414,No,NA,NA,NA,NA,NA,
Treatment,2_Post,2016,Gulf Shores,Laguna Key,FC,0,5/17/2016,BFC01,0,NA,NA,NA,1.8,32.4,422926,3344585,-87.80097,30.23038,NA,NA,NA,NA,NA,NA,
NA,2_Post,2016,Dauphin Island,Dauphin Island,FC,0,5/23/2016,JFC02,0,NA,NA,NA,29.4,NA,383277,3346822,-88.2132,30.24739,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2016,Orange Beach,Orange Beach,FC,0,5/24/2016,HFC02,0,NA,NA,NA,42.7,9.1,439189,3347329,-87.63213,30.25606,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2016,Orange Beach,Orange Beach,FC,0,5/24/2016,HFC01,0,NA,NA,NA,1.5,51.5,439260,3347312,-87.63139,30.25591,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2016,Gulf Shores,East Beach,FC,0,5/24/2016,EFC02,0,NA,NA,Yes,6.1,NA,433471,3346272,-87.6915,30.24623,NA,NA,NA,NA,NA,NA,Scared off by Hangout Security driving ATV with white headlights.  Inside Hangout Music Fest fence during tear down.
Treatment,2_Post,2016,Gulf Shores,East Beach,FC,0,5/24/2016,EFC03,1,Wooden Lounger,Wooden Lounger,NA,25.5,NA,432943,3346188,-87.69698,30.24544,NA,NA,NA,NA,NA,NA,Hit wooden lounger & went straight back to Gulf
Treatment,2_Post,2016,Gulf Shores,East Beach,FC,0,5/24/2016,EFC01,0,NA,NA,Yes,27.6,NA,433631,3346318,-87.68984,30.24665,NA,NA,NA,NA,NA,NA,"Scared off by Hangout Security driving an ATV with white headlights.
Inside Hangout Music Fest fenced area during tear down."
NA,2_Post,2016,Dauphin Island,Dauphin Island,Nest,1,5/25/2016,J01,0,NA,NA,NA,19.7,0.0,388633,3347073,-88.15756,30.25016,No,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,5/25/2016,A02,0,NA,NA,NA,30.6,0.0,419649,3344387,-87.83501,30.22838,No,NA,NA,NA,NA,NA,"BS1
Body pit before nest"
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,5/25/2016,A03,0,NA,NA,NA,17.0,9.7,422164,3344535,-87.80889,30.22988,No,NA,NA,NA,NA,NA,BS2. Believed nest was depredated after initial hatching.
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,FC,0,5/25/2016,AFC04,0,NA,NA,NA,0.9,22.7,410122,3344805,-87.93404,30.23148,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,FC,0,5/25/2016,AFC06,0,NA,NA,NA,1.5,23.0,413270,3344644,-87.90131,30.23026,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,FC,0,5/25/2016,AFC05,0,NA,NA,NA,1.2,25.5,410311,3344796,-87.93207,30.23142,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,FC,0,5/25/2016,AFC02,1,Tent Chairs Toys,Multiple,NA,1.5,30.3,408153,3344765,-87.9545,30.23097,NA,NA,NA,NA,NA,NA,"NO UTM GIVEN
COORDINATES NOT DETERMINED"
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,FC,0,5/25/2016,AFC07,0,NA,NA,NA,0.9,33.3,413452,3344640,-87.89942,30.23024,NA,NA,NA,NA,NA,NA,UTM Coordinates are incorrect and put the location off shore.
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,FC,0,5/25/2016,AFC03,1,Hole Driftwood,Multiple,NA,2.1,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO UTM GIVEN.   ONLY ADDRESS IS ? PONCE
COORDINATES WERE NOT DETERMINED"
Treatment,2_Post,2016,Gulf Shores,West Beach,FC,0,5/25/2016,CFC01,0,NA,NA,NA,4.5,45.5,431141,3345893,-87.71569,30.24268,NA,NA,NA,NA,NA,NA,Very bright parking lot light at Shoreline Tower Condo. It is on the road shining back to the building but also spills out on the beach.
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,5/26/2016,A05,0,NA,NA,NA,11.8,9.1,403195,3344190,-88.00596,30.2254,No,NA,NA,NA,NA,NA,"BS3
unclear exactly when nest hatched. No visible signs. *possible indent
7/23/16. Ghost crabs holes in nest,"
Treatment,2_Post,2016,Orange Beach,Orange Beach,Nest,1,5/26/2016,H01,0,NA,NA,NA,14.8,42.1,443862,3348686,-87.58363,30.26854,Yes,443855,3348708,-87.5837,30.26873,Near/At HTL,"Original relo reason - below MHTL
Large footprints on top of nest, screen exposed. Police report filed.
Light issues primarily from Tennis Deck at SummerChase condos"
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,Nest,1,5/27/2016,A06,0,NA,NA,NA,26.1,12.7,409842,3344775,-87.93695,30.23119,No,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2016,Gulf State Park,Gulf State Park,Nest,1,5/27/2016,G01,0,NA,NA,NA,20.3,33.6,438598,3347155,-87.63826,30.25446,No,NA,NA,NA,NA,NA,"On 7/6/2016, nest was discovered to have 2 of the outside perimeter stakes removed by persons unknown."
Ord_Control,2_Post,2016,Gulf State Park,Gulf State Park,FC,0,5/27/2016,GFC01,0,NA,NA,NA,0.6,44.2,437495,3346881,-87.64971,30.25194,NA,NA,NA,NA,NA,NA,Turtle came on beach a short distance and may have been harassed by a coyote. Coyote tracks were observed less than 5 feet away from the tracks.
Treatment,2_Post,2016,Gulf Shores,East Beach,FC,0,5/27/2016,EFC04,0,NA,NA,Yes,4.5,NA,434147,3346387,-87.68448,30.2473,NA,NA,NA,NA,NA,NA,"Scared off by tourists with flashlights & cell phones taking video.  Video was posted on internet by:
Thad Roppel
roppeth@aurburn.edu
(334) 663-0511"
NA,2_Post,2016,Dauphin Island,Dauphin Island,FC,0,5/27/2016,JFC01,0,NA,NA,NA,NA,NA,379653,3346128,-88.25078,30.24078,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,5/28/2016,A07,0,NA,NA,NA,20.6,0.0,417117,3344424,-87.86132,30.22854,No,NA,NA,NA,NA,NA,"Kemps Ridley spotted by beach visitor. Suspect same kemps that nested 5/13 A-1 (BS-04). 1 hatchling escaped depredated (by ants), estimated to water should be 75, with a survival percentage of 60%."
NA,2_Post,2016,Dauphin Island,Dauphin Island,Nest,1,5/28/2016,J03,0,NA,NA,NA,3.9,2.4,387081,3347013,-88.17369,30.24948,No,NA,NA,NA,NA,NA,All eggs were too decomposed to identify infertile versus embryonic development. 
Treatment,2_Post,2016,Gulf Shores,Laguna Key,Nest,1,5/28/2016,B02,0,NA,NA,NA,3.0,17.0,428363,3345577,-87.74454,30.23966,Yes,428361,3345591,-87.74456,30.23979,Near/At HTL,very likely morning patrol would not have seen this as the crawl was wiped out by foot traffic and body pit was small
NA,2_Post,2016,Dauphin Island,Dauphin Island,Nest,1,5/28/2016,J02,0,NA,NA,NA,0.0,37.9,383619,3346583,-88.20962,30.24527,Yes,383619,3346583,-88.20962,30.24527,Near/At HTL,"(incorrect UTM Coordinates) Top of nest chamber was oblong (approximately 16 inches by 9 inches).
At excavation, eggs never found. Dug 24 inches down in 6 foot  area. We are assuming wash over during TS Colin and high water table throughout season caused eggs to migrate away from nest location.  (Assumed all eggs contained embryos and were lost due to inundation.)"
Treatment,2_Post,2016,Gulf Shores,West Beach,FC,0,5/28/2016,CFC02,0,NA,NA,NA,NA,NA,431953,3346021,-87.70726,30.24388,NA,NA,NA,NA,NA,NA,"Appeared disorientated from lights located in the pool area of Ocean House l & ll and lights from Crystal Shores Condo parking garage,"
Pop_Control,2_Post,2016,Fort Morgan,Fort Morgan,FC,0,5/29/2016,AFC08,1,Tent,Tent,NA,6.4,15.2,405727,3344545,-87.97968,30.2288,NA,NA,NA,NA,NA,NA,"GPS GIVEN AS LONG/LAT - 30.13.728, 87.58.78 but these coordinates when converted to UTM Coordinates place the false crawl off shore."
Treatment,2_Post,2016,Gulf Shores,Laguna Key,Nest,1,5/29/2016,B03,0,NA,NA,NA,5.8,34.8,425038,3344929,-87.77905,30.23362,Yes,425033,3344938,-87.7791,30.2337,Near/At HTL,
Treatment,2_Post,2016,Orange Beach,Orange Beach,FC,0,5/29/2016,HFC03,1,Hole,Hole,NA,3.0,NA,439795,3347492,-87.62584,30.25757,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2016,BSNWR,Refuge,FC,0,5/30/2016,AFC09,0,NA,NA,NA,38.5,0.0,417958,3344387,-87.85258,30.22827,NA,NA,NA,NA,NA,NA,BS-FC-1
Ord_Control,2_Post,2016,BSNWR,Refuge,Nest,1,5/30/2016,A73,0,NA,NA,NA,38.5,0.0,417958,3344387,-87.85258,30.22827,No,NA,NA,NA,NA,NA,"ORIGINAL BS FC1  AFC09 DEPREDATED BY COYOTE & FOUND 7/27.
NOW BS36, A 73  FOUND 21 DISORENTED 1/4 MILE TOWARDS MARTINIQUE
BUT WENT TO WATER, 79 Unknown Status.
Estimated to water should be 21, with 79 of uncertain disposition (assumed depredated for calculation purposes). "
Ord_Control,2_Post,2016,Gulf State Park,Gulf State Park,Nest,1,5/30/2016,G02,0,NA,NA,NA,6.1,39.7,437035,3346755,-87.65449,30.25078,No,NA,NA,NA,NA,NA,TD Colin caused high tide to wash over the nest. When the nest was excavated we found 16 empty shells. There were never any signs of hatching  observed however the tides had been high and there were several stormy nights around the time the nest was ready to hatch. We think the 16 made it to the water as the surf was right on the nest.
NA,2_Post,2016,Dauphin Island,Dauphin Island,Nest,1,5/31/2016,J04,0,NA,NA,NA,14.8,90.9,391377,3346628,-88.129,30.2464,No,NA,NA,NA,NA,NA,Nest between tide pool and freshwater pond. 
Ord_Control,2_Post,2016,BSNWR,Refuge,FC,0,6/1/2016,AFC10,0,NA,NA,NA,24.2,18.2,422271,3344554,-87.80778,30.23006,NA,NA,NA,NA,NA,NA,BS-FC-2
NA,2_Post,2016,Dauphin Island,Dauphin Island,FC,0,6/1/2016,JFC04,0,NA,NA,NA,13.6,26.1,392362,3345109,-88.11861,30.23278,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2016,Gulf Shores,Laguna Key,Nest,1,6/1/2016,B05,0,NA,NA,NA,6.1,30.3,425089,3344940,-87.77852,30.23372,No,NA,NA,NA,NA,NA,Nest was inundated with water for 2 days from TS Colin on 6/6/16.
Treatment,2_Post,2016,Gulf Shores,Laguna Key,Nest,1,6/1/2016,B04,0,NA,NA,NA,0.0,31.8,426437,3345202,-87.76453,30.23616,Yes,426433,3345216,-87.76457,30.23629,Near/At HTL,
